N,P,K,temperature,humidity,ph,rainfall,label
40.07,57.7,49.2,40.56,94.92,6.54,151.12,papaya
62.24,51.07,49.95,35.41,93.33,6.55,225.9,papaya
58.34,59.02,53.37,30.89,92.59,6.96,182.08,papaya
54.07,59.76,52.94,43.04,92.88,6.56,224.04,papaya
44.43,61.82,54.04,31.86,91.97,6.87,178.2,papaya
61.53,66.31,50.73,33.98,94.7,6.91,209.09,papaya
61.11,61.73,45.26,34.91,90.12,6.97,150.87,papaya
66.83,65.05,52.29,40.84,91.27,6.91,177.85,papaya
68.94,51.22,49.46,24.0,92.29,7.0,168.95,papaya
61.75,50.23,52.71,34.49,91.61,6.7,178.34,papaya
62.62,66.12,53.57,30.01,93.08,6.87,231.99,papaya
39.1,65.72,46.01,38.16,93.2,6.66,194.69,papaya
37.45,54.57,47.65,37.86,91.75,6.9,238.54,papaya
60.19,68.98,48.23,25.34,92.91,6.95,217.03,papaya
52.42,63.92,50.38,31.36,93.48,6.6,149.96,papaya
53.92,66.92,49.05,28.53,93.58,6.77,183.64,papaya
66.85,47.59,54.56,40.11,94.44,6.65,202.71,papaya
33.29,69.99,49.43,23.86,92.74,6.83,170.12,papaya
49.78,65.83,54.83,28.15,91.13,6.82,163.76,papaya
30.5,51.09,45.21,35.86,94.19,6.71,200.63,papaya
52.72,55.31,53.48,35.2,93.14,6.94,247.7,papaya
59.87,62.67,54.82,39.87,91.32,6.69,239.01,papaya
67.48,53.0,48.57,43.12,90.67,6.93,248.49,papaya
39.88,58.46,46.29,43.6,93.92,6.75,192.33,papaya
42.54,65.18,51.04,38.12,93.59,6.82,200.95,papaya
69.4,56.63,50.74,24.12,93.09,6.75,187.98,papaya
68.13,49.28,50.6,34.74,90.29,6.67,235.43,papaya
35.92,62.05,45.65,38.1,92.85,6.97,220.05,papaya
58.54,57.27,52.04,42.8,94.93,6.61,189.73,papaya
51.54,61.87,48.31,34.97,94.38,6.97,155.87,papaya
51.58,62.03,48.14,23.14,93.05,6.86,179.42,papaya
34.79,69.43,51.14,34.13,93.65,6.87,167.37,papaya
54.06,63.97,46.79,26.81,93.25,6.75,153.15,papaya
33.56,68.65,50.74,42.93,91.94,6.7,216.61,papaya
35.54,53.58,45.96,30.46,93.54,6.94,194.97,papaya
37.38,55.04,47.27,43.7,93.17,6.67,222.7,papaya
50.95,45.51,51.06,43.62,90.3,6.69,158.54,papaya
68.54,58.23,45.05,31.08,90.14,6.95,201.97,papaya
64.37,68.89,46.88,36.04,90.91,6.61,177.98,papaya
64.88,67.82,51.0,35.05,94.46,6.85,236.76,papaya
37.1,48.72,53.19,23.64,90.19,6.77,245.38,papaya
67.63,65.18,48.12,29.12,91.75,6.59,197.03,papaya
66.01,57.44,51.04,43.94,94.6,6.97,242.15,papaya
51.92,54.72,49.48,25.44,92.77,6.67,180.23,papaya
39.58,65.44,46.88,31.49,91.79,6.96,241.32,papaya
62.44,67.74,52.08,40.62,90.49,6.76,212.99,papaya
42.82,58.18,50.75,34.17,91.97,6.77,162.1,papaya
42.81,56.2,46.98,42.83,92.13,6.72,149.06,papaya
30.95,47.61,50.61,35.8,91.53,7.0,224.78,papaya
60.83,62.47,50.28,23.87,94.73,6.65,204.62,papaya
66.01,58.57,51.41,38.52,92.67,6.52,173.32,papaya
37.53,69.1,45.52,40.33,94.37,6.87,197.64,papaya
37.13,54.27,51.99,42.12,90.49,6.97,238.16,papaya
58.5,46.82,47.04,27.34,93.2,6.51,241.43,papaya
38.24,62.23,54.24,23.1,91.2,6.91,231.44,papaya
69.38,69.68,53.27,30.81,94.19,6.52,155.58,papaya
39.85,61.71,53.82,31.88,92.85,6.93,208.88,papaya
38.2,66.97,52.37,28.72,93.45,6.71,185.5,papaya
41.12,67.53,53.17,33.25,93.0,6.81,183.5,papaya
57.84,56.23,51.63,27.68,93.19,6.56,239.24,papaya
49.54,49.58,48.27,42.81,91.28,6.84,242.37,papaya
45.93,58.41,47.85,34.97,90.54,6.56,230.52,papaya
65.36,68.76,50.55,33.46,90.64,7.0,191.59,papaya
34.37,50.72,53.33,26.87,93.81,6.9,166.59,papaya
54.61,55.95,46.43,35.54,90.21,6.97,224.35,papaya
37.56,50.26,48.18,34.94,94.74,6.67,244.55,papaya
66.87,53.75,47.01,36.53,91.96,6.58,172.1,papaya
32.55,49.6,46.94,36.82,92.19,6.94,147.63,papaya
39.83,58.21,50.57,26.01,94.82,6.53,215.32,papaya
46.4,58.36,51.19,26.57,94.66,6.69,155.78,papaya
34.15,50.84,48.81,34.82,94.07,6.88,153.16,papaya
38.98,60.71,50.64,24.55,93.24,6.96,243.09,papaya
55.79,52.06,51.16,32.44,93.74,6.84,207.39,papaya
43.81,69.7,49.55,42.31,90.77,6.77,179.61,papaya
35.78,60.93,46.74,43.31,95.0,6.94,180.49,papaya
30.84,65.14,46.44,32.66,93.55,6.77,164.97,papaya
46.09,66.0,48.53,42.78,92.11,6.71,220.68,papaya
47.76,54.71,48.64,29.85,91.99,6.86,162.65,papaya
38.68,49.77,46.95,41.35,93.3,6.81,239.04,papaya
51.93,64.1,49.08,36.52,91.07,6.57,151.95,papaya
56.09,52.51,53.33,39.27,93.12,6.53,163.89,papaya
52.07,48.92,48.84,33.87,90.9,6.72,216.34,papaya
45.44,61.67,47.73,38.67,92.82,6.58,184.21,papaya
61.27,49.95,49.11,32.84,94.34,6.57,242.44,papaya
42.65,68.33,51.12,38.44,94.38,6.84,226.57,papaya
33.43,45.22,53.62,24.11,94.26,6.66,239.2,papaya
38.12,48.77,47.13,40.65,91.81,6.95,204.18,papaya
63.13,56.88,52.04,29.08,90.51,6.78,239.09,papaya
36.08,55.38,50.32,35.98,90.79,6.78,191.65,papaya
69.33,62.25,54.04,43.5,93.32,6.57,188.94,papaya
33.89,8.39,28.81,26.52,95.85,5.52,195.37,coconut
35.45,28.27,30.85,25.73,99.47,6.47,219.93,coconut
29.17,27.14,34.88,28.55,95.34,5.63,158.51,coconut
24.84,8.74,34.93,28.16,98.34,6.46,160.47,coconut
32.79,28.72,25.83,27.41,99.0,5.52,214.65,coconut
25.44,9.23,33.51,25.77,96.4,6.02,217.01,coconut
27.24,27.65,25.52,25.96,96.53,5.95,171.13,coconut
16.01,23.75,32.6,26.83,95.4,6.05,142.41,coconut
39.46,20.6,32.35,25.08,96.9,6.4,166.1,coconut
15.9,21.8,31.97,26.34,99.02,6.35,204.49,coconut
25.18,13.55,34.43,27.88,97.76,5.99,155.33,coconut
37.83,27.97,25.85,27.66,96.59,6.01,140.78,coconut
35.27,25.16,26.07,25.3,96.87,5.65,206.14,coconut
34.47,26.59,25.1,25.05,99.03,6.37,188.66,coconut
18.91,20.65,33.71,26.84,99.37,6.29,140.05,coconut
18.05,22.6,27.0,27.98,95.41,5.59,220.38,coconut
15.1,24.79,27.33,25.2,95.4,5.82,180.29,coconut
26.9,9.93,34.88,27.42,95.93,5.79,194.24,coconut
36.63,6.53,26.85,25.03,95.88,5.7,143.67,coconut
28.55,29.32,32.0,27.81,95.38,5.69,160.53,coconut
39.8,9.06,31.35,27.37,98.01,6.01,157.11,coconut
25.66,25.61,32.35,27.12,98.27,6.47,153.91,coconut
33.86,6.62,25.63,26.38,98.66,6.12,207.68,coconut
17.0,24.11,32.16,25.05,98.72,5.59,185.87,coconut
37.91,14.04,31.81,27.71,95.33,5.76,209.77,coconut
26.27,23.55,29.8,27.0,98.82,5.81,224.91,coconut
19.76,19.68,25.43,26.41,97.32,5.96,217.73,coconut
36.16,29.31,29.64,28.6,97.26,5.64,201.3,coconut
25.49,5.61,26.39,26.27,99.95,6.13,167.94,coconut
15.35,24.78,31.62,25.69,97.96,5.68,139.01,coconut
24.78,8.75,28.37,25.09,96.96,5.8,220.74,coconut
28.73,10.69,29.87,27.89,97.16,6.45,145.18,coconut
39.23,6.49,34.61,25.27,96.62,5.98,157.49,coconut
20.88,28.58,33.04,26.67,95.06,5.81,145.07,coconut
30.76,22.1,29.29,25.49,95.65,5.78,198.85,coconut
35.18,26.6,28.7,28.88,95.32,5.95,169.62,coconut
20.24,13.16,27.33,28.49,96.56,6.42,222.39,coconut
34.67,18.87,30.77,26.32,95.97,5.63,160.57,coconut
30.82,29.28,27.29,27.37,96.19,6.32,176.42,coconut
26.74,5.48,30.11,25.38,98.75,6.12,137.72,coconut
27.27,20.06,33.91,28.83,96.33,5.95,203.86,coconut
34.78,11.91,26.43,28.39,95.3,5.75,190.14,coconut
23.18,25.62,29.83,25.58,96.36,5.82,223.6,coconut
30.12,18.41,33.24,27.58,99.79,6.1,141.43,coconut
33.34,23.39,26.95,28.2,96.41,6.29,170.18,coconut
35.46,5.27,27.61,25.58,95.13,6.15,202.43,coconut
16.97,16.62,34.1,25.59,98.13,6.06,186.42,coconut
33.96,7.69,27.74,26.1,98.53,5.95,145.48,coconut
18.21,28.9,26.24,28.47,97.76,5.87,159.95,coconut
33.01,18.75,31.29,27.59,96.98,5.83,209.43,coconut
15.86,12.07,30.66,27.27,99.42,5.56,198.14,coconut
18.3,6.6,25.68,25.61,97.61,6.44,152.33,coconut
33.87,29.31,28.38,26.65,98.75,5.99,181.79,coconut
28.12,21.05,28.96,25.62,99.11,6.31,172.61,coconut
17.88,27.79,27.61,25.96,98.22,6.06,134.99,coconut
36.07,10.64,25.42,25.88,96.16,5.65,212.7,coconut
27.51,13.07,32.56,27.68,95.1,6.27,176.76,coconut
31.74,22.43,30.5,25.16,97.95,5.71,185.36,coconut
15.18,22.55,30.82,26.47,99.49,5.66,150.21,coconut
28.41,27.88,32.44,26.13,97.78,6.01,145.19,coconut
20.04,20.19,28.34,26.31,96.3,5.62,157.11,coconut
15.72,20.08,31.51,27.05,97.03,5.68,133.96,coconut
35.12,23.57,33.74,25.8,97.85,6.25,209.13,coconut
31.86,27.17,33.18,26.44,95.27,6.13,183.85,coconut
37.11,11.31,30.11,26.24,96.08,5.68,161.72,coconut
27.49,23.0,32.2,26.83,96.95,6.25,217.48,coconut
27.0,19.92,32.95,27.67,99.69,5.58,140.19,coconut
15.01,5.78,25.5,25.04,96.37,5.5,172.28,coconut
33.22,29.03,25.97,26.47,98.23,6.47,200.48,coconut
24.32,12.0,31.54,26.19,95.17,5.62,143.47,coconut
26.42,28.31,34.83,28.66,95.6,6.14,220.48,coconut
34.82,27.01,34.32,25.7,95.56,6.22,173.25,coconut
37.16,22.37,27.73,25.09,97.82,5.56,195.72,coconut
20.39,14.94,28.77,25.15,97.16,5.97,146.63,coconut
15.33,27.44,31.57,28.84,99.38,6.21,198.29,coconut
20.07,11.68,31.71,28.85,95.94,6.19,206.98,coconut
39.9,6.1,30.63,28.43,97.79,6.2,205.24,coconut
32.89,23.56,27.87,25.35,96.84,6.32,181.74,coconut
24.33,27.55,32.26,27.16,96.6,6.14,168.67,coconut
29.51,14.3,34.84,28.07,95.74,6.17,214.5,coconut
31.89,15.2,34.61,25.35,96.27,5.64,217.85,coconut
31.14,16.27,30.39,27.72,99.45,5.84,217.24,coconut
39.57,8.63,28.42,27.53,98.72,6.35,184.5,coconut
39.43,24.81,33.25,26.59,99.12,6.38,224.1,coconut
28.6,17.99,30.75,26.02,97.75,6.44,200.27,coconut
32.1,24.69,29.89,26.3,99.18,5.87,219.01,coconut
28.08,25.48,27.19,26.4,97.04,6.25,140.11,coconut
31.01,16.34,33.34,28.58,95.94,5.5,205.39,coconut
27.61,7.7,26.44,25.29,99.75,5.74,168.58,coconut
35.63,18.55,25.97,28.26,95.12,5.53,141.5,coconut
19.64,24.4,25.71,26.01,99.76,5.92,163.96,coconut
25.08,22.45,28.0,26.55,96.04,5.93,186.02,coconut
26.96,20.37,25.42,26.97,95.16,5.82,132.95,coconut
32.52,26.53,28.84,27.16,95.49,6.19,188.92,coconut
23.78,29.28,29.9,25.11,95.19,5.99,216.06,coconut
26.87,18.59,25.83,27.9,98.58,6.42,173.2,coconut
33.73,11.03,34.84,25.14,96.55,6.28,211.19,coconut
20.41,15.27,25.1,25.51,99.31,6.28,218.88,coconut
26.11,17.55,29.63,27.79,96.94,6.42,192.1,coconut
16.22,19.64,31.98,26.96,99.51,5.79,145.46,coconut
111.61,43.29,16.1,22.62,83.37,6.4,74.59,cotton
100.23,54.39,23.07,25.62,82.72,6.09,65.48,cotton
113.6,52.08,23.46,22.91,79.45,7.4,87.35,cotton
104.06,38.48,22.4,25.79,80.63,6.88,71.0,cotton
127.96,35.51,20.25,24.78,81.35,6.21,74.21,cotton
111.16,48.93,19.22,22.26,77.63,7.9,70.73,cotton
116.05,57.98,24.07,25.5,76.21,6.32,77.11,cotton
126.59,46.15,24.97,23.49,77.63,6.13,83.7,cotton
107.42,45.33,20.6,22.93,76.47,6.27,81.04,cotton
100.45,36.5,22.88,22.45,81.66,7.17,60.27,cotton
135.22,38.43,24.21,25.44,83.01,6.38,74.24,cotton
119.15,37.48,18.88,24.53,80.41,7.61,64.38,cotton
105.08,47.75,23.61,22.27,80.13,7.97,76.98,cotton
109.88,53.84,23.4,23.45,77.25,6.52,61.79,cotton
117.27,56.77,22.81,22.11,81.72,7.86,71.72,cotton
124.26,56.67,22.49,22.51,81.15,7.58,86.66,cotton
125.84,53.89,16.57,24.4,77.88,7.55,72.98,cotton
101.24,36.66,15.85,25.57,76.46,7.28,71.09,cotton
115.73,46.61,23.07,25.67,78.03,7.07,69.81,cotton
112.33,58.71,20.11,23.54,83.71,7.38,80.86,cotton
136.94,50.13,21.61,24.3,79.69,6.18,74.69,cotton
113.7,47.92,21.31,23.01,77.68,6.54,68.67,cotton
120.54,42.83,24.06,25.63,80.66,6.7,69.19,cotton
133.03,47.94,19.12,23.06,79.24,7.32,83.05,cotton
135.62,38.48,22.7,23.18,81.87,6.72,76.28,cotton
112.85,54.95,20.82,22.69,82.25,7.75,79.16,cotton
108.23,54.75,23.3,22.73,81.47,6.99,67.37,cotton
119.37,41.77,20.68,24.15,76.46,7.21,67.58,cotton
138.66,55.33,24.84,22.01,76.89,7.87,87.83,cotton
118.19,59.77,20.84,23.11,80.67,6.4,61.53,cotton
117.11,59.54,20.95,23.91,78.87,6.24,65.43,cotton
114.45,55.03,15.55,25.39,77.77,7.1,68.05,cotton
131.35,58.14,21.87,22.82,83.91,7.13,60.3,cotton
113.5,50.61,17.77,23.72,77.3,7.24,77.12,cotton
110.67,48.82,23.41,22.61,80.54,6.63,66.6,cotton
132.23,55.63,17.03,24.47,84.54,6.18,82.21,cotton
139.15,41.74,19.86,22.38,83.45,6.44,73.79,cotton
106.63,39.34,17.2,22.43,77.39,6.62,77.39,cotton
123.99,44.67,17.13,22.4,75.82,7.42,73.28,cotton
129.57,44.61,21.15,23.52,80.41,6.54,86.45,cotton
119.66,54.74,20.24,23.29,79.99,7.23,85.15,cotton
124.26,44.32,22.03,24.4,81.99,6.76,83.64,cotton
108.29,42.86,19.05,23.0,77.91,6.46,78.01,cotton
118.79,35.61,24.35,22.98,81.98,6.9,84.0,cotton
115.55,43.63,18.81,23.96,82.24,7.82,62.68,cotton
110.2,40.71,18.67,25.99,79.79,6.34,85.61,cotton
125.8,49.98,23.1,25.38,84.79,6.73,82.82,cotton
103.6,57.9,15.92,24.78,75.5,6.16,87.96,cotton
118.12,42.33,23.59,23.11,84.16,6.46,69.35,cotton
120.82,40.8,15.92,22.21,81.55,7.57,88.62,cotton
137.66,39.4,20.48,25.77,83.95,6.47,84.23,cotton
107.82,52.81,15.67,22.41,83.17,6.36,63.72,cotton
118.5,54.02,22.23,22.61,84.32,6.49,60.26,cotton
134.22,54.16,20.13,22.08,80.05,6.11,64.05,cotton
101.93,38.9,16.32,25.45,83.34,7.15,68.38,cotton
109.83,39.38,16.1,22.99,81.4,7.51,62.01,cotton
115.1,35.01,19.61,25.2,81.78,6.79,76.24,cotton
116.16,48.13,24.62,25.77,78.54,7.21,81.55,cotton
129.97,53.79,20.23,23.63,80.03,7.0,84.15,cotton
108.28,49.99,18.68,23.19,81.04,6.82,71.28,cotton
114.94,42.86,16.99,22.06,79.36,7.28,64.42,cotton
134.61,54.76,22.49,24.6,78.02,6.49,60.49,cotton
109.08,45.98,19.87,23.87,79.65,7.76,73.9,cotton
116.63,36.28,24.48,25.59,84.23,6.59,61.59,cotton
118.6,44.66,21.53,23.73,80.98,6.71,75.38,cotton
119.08,58.35,23.69,23.92,78.52,6.39,87.66,cotton
106.64,59.8,16.46,24.84,77.7,6.05,66.56,cotton
120.84,35.6,19.03,25.19,79.6,7.24,68.55,cotton
102.04,47.92,16.23,23.75,79.88,7.53,61.08,cotton
131.17,53.22,20.66,22.27,84.68,7.87,71.34,cotton
126.42,46.0,22.23,23.07,76.42,7.83,62.8,cotton
115.36,44.86,15.42,23.21,84.54,6.39,77.08,cotton
116.7,55.65,16.52,24.19,77.55,7.83,60.02,cotton
102.65,56.47,17.66,23.93,75.66,6.94,89.44,cotton
136.99,47.34,15.8,23.84,83.99,7.23,89.38,cotton
134.02,58.89,17.58,24.23,83.89,7.63,69.92,cotton
126.6,48.17,21.68,25.34,80.9,7.37,84.19,cotton
131.13,41.13,23.15,23.74,77.72,7.88,69.02,cotton
138.91,59.78,15.51,24.37,83.02,6.52,84.72,cotton
122.2,56.11,17.19,25.82,79.64,6.31,62.96,cotton
121.69,44.07,22.43,23.68,78.31,6.16,64.87,cotton
119.25,58.21,15.66,23.26,83.89,6.87,84.45,cotton
106.16,46.83,15.31,25.75,76.18,6.47,86.37,cotton
119.67,58.96,20.88,23.62,83.49,6.57,78.32,cotton
106.6,38.98,18.27,23.51,75.83,6.16,83.89,cotton
100.34,48.51,19.93,22.37,84.7,7.62,79.44,cotton
139.67,35.05,16.78,22.53,84.84,6.73,80.57,cotton
133.07,43.93,20.72,22.16,83.93,6.66,61.17,cotton
123.31,59.7,21.14,25.29,76.92,6.34,71.73,cotton
139.74,37.69,20.93,24.46,80.26,7.66,68.53,cotton
102.6,50.15,17.6,24.57,82.0,6.19,78.19,cotton
127.56,35.8,23.52,24.66,81.95,7.62,70.76,cotton
120.36,42.34,22.06,23.6,83.07,6.47,89.54,cotton
112.37,43.17,17.41,22.59,76.55,6.16,77.63,cotton
104.71,37.69,19.49,22.6,75.73,7.54,80.63,cotton
123.17,52.97,19.35,22.49,81.44,7.89,76.56,cotton
123.51,58.44,17.1,23.89,75.34,6.31,65.74,cotton
102.64,35.78,23.53,23.01,76.87,7.0,79.75,cotton
115.9,52.73,18.24,22.53,78.27,7.93,72.67,cotton
112.59,57.89,20.67,24.8,75.07,7.57,88.63,cotton
76.63,47.17,44.88,23.44,83.26,6.36,180.2,jute
98.28,57.68,42.21,24.25,81.56,6.95,185.57,jute
92.01,44.33,35.03,24.45,82.36,6.75,160.55,jute
73.3,51.47,42.37,24.51,77.96,7.33,199.68,jute
84.5,50.31,39.35,25.85,82.0,6.68,185.96,jute
81.88,48.47,42.56,23.13,74.99,6.61,181.35,jute
91.67,46.86,43.78,25.79,83.71,6.91,161.55,jute
72.61,49.77,39.49,23.9,79.78,6.06,161.47,jute
96.18,41.35,37.65,24.59,70.61,7.43,172.46,jute
75.88,45.75,44.59,25.41,74.1,7.22,177.33,jute
76.67,47.54,44.53,25.38,79.6,6.46,180.01,jute
62.05,59.72,37.13,24.98,74.31,6.17,161.74,jute
99.57,49.02,38.29,24.64,73.0,7.03,153.98,jute
85.87,58.66,35.21,23.39,81.24,6.39,182.87,jute
86.87,45.39,44.06,23.61,72.46,6.15,196.59,jute
72.38,48.56,40.49,23.21,84.74,7.31,192.65,jute
60.13,40.99,42.79,25.38,84.17,7.45,155.67,jute
78.05,38.04,42.66,25.34,76.98,6.18,183.4,jute
71.13,37.08,42.89,24.06,75.82,6.28,197.25,jute
89.01,57.77,41.2,25.91,81.5,7.49,158.11,jute
73.68,48.05,41.9,23.58,84.87,7.14,167.57,jute
73.61,44.73,42.57,23.31,77.69,7.22,160.62,jute
67.61,50.94,42.73,25.24,71.0,7.49,161.34,jute
86.28,57.82,39.94,25.31,75.81,6.96,159.96,jute
61.68,46.32,35.04,24.07,84.81,7.4,182.44,jute
76.62,55.94,44.7,25.59,71.28,7.26,179.73,jute
82.46,37.91,36.36,24.48,84.94,7.09,167.04,jute
85.0,35.81,43.35,23.95,74.68,7.23,164.67,jute
94.35,36.37,38.0,25.89,72.05,6.39,168.98,jute
66.12,43.5,39.12,23.22,77.96,6.11,165.42,jute
71.99,35.57,44.81,23.98,80.68,7.3,196.57,jute
84.12,56.29,38.63,23.29,73.96,6.5,194.42,jute
67.3,40.31,43.0,23.69,74.15,7.26,177.51,jute
81.65,56.48,43.12,24.65,78.66,7.04,164.86,jute
82.09,42.44,43.95,25.26,70.61,7.38,171.01,jute
86.32,41.73,35.52,23.21,84.23,6.88,155.34,jute
79.08,46.73,38.61,24.63,73.96,6.89,178.06,jute
91.76,37.05,36.68,24.95,78.54,7.3,181.54,jute
60.67,40.46,42.08,23.51,84.36,7.3,175.48,jute
99.59,35.13,40.23,23.82,81.92,7.16,159.38,jute
81.9,36.48,37.11,25.0,72.89,6.79,167.21,jute
76.18,49.77,44.11,23.86,73.74,7.28,156.23,jute
76.81,51.21,39.98,25.93,76.08,6.29,162.65,jute
65.13,39.61,41.41,23.36,80.07,6.2,152.01,jute
99.93,53.62,42.31,25.05,71.99,6.33,197.97,jute
82.98,51.3,42.17,25.49,70.21,6.16,160.32,jute
65.78,53.11,42.86,25.61,74.88,6.62,182.98,jute
87.21,46.09,37.02,24.91,73.1,6.53,193.5,jute
94.32,51.56,39.9,25.85,76.56,6.38,171.66,jute
66.34,54.53,43.34,25.24,77.86,6.31,155.52,jute
71.49,42.09,36.77,25.31,77.1,7.14,153.26,jute
78.18,42.58,37.24,23.6,82.96,7.26,198.18,jute
70.79,47.01,39.38,23.4,81.72,6.97,169.23,jute
99.46,48.79,41.42,23.43,74.02,6.56,162.74,jute
63.95,56.55,40.16,23.93,76.06,6.09,197.86,jute
64.28,57.47,37.52,23.73,84.37,7.4,192.79,jute
82.98,58.11,44.22,24.88,84.66,6.01,197.93,jute
73.1,52.24,40.54,24.7,70.02,6.29,155.42,jute
72.25,54.1,37.51,25.41,78.79,6.94,183.49,jute
98.43,49.13,38.57,24.14,79.37,7.34,166.24,jute
94.31,43.92,42.59,24.6,77.4,6.65,178.12,jute
87.59,37.58,43.96,23.69,83.0,6.31,170.62,jute
99.84,36.82,41.81,25.93,76.62,6.2,186.9,jute
68.74,37.42,37.56,25.75,76.14,7.49,182.15,jute
95.59,57.33,35.93,25.77,79.18,6.14,162.52,jute
83.93,53.66,44.38,23.72,77.14,6.42,158.35,jute
90.29,53.22,44.26,24.47,84.88,7.19,194.37,jute
64.0,47.59,37.29,24.73,70.0,7.04,196.73,jute
90.13,48.91,36.64,25.22,84.71,6.86,183.36,jute
67.7,55.56,37.34,23.14,72.69,7.24,159.88,jute
71.8,36.53,39.49,24.86,70.47,7.09,186.2,jute
74.67,53.91,42.61,25.5,76.48,7.03,191.68,jute
66.36,44.45,36.71,23.11,72.63,7.26,171.02,jute
63.39,38.94,35.73,24.25,76.52,7.05,158.31,jute
88.55,52.84,43.84,24.59,83.51,6.89,198.09,jute
83.42,43.25,39.53,25.49,78.91,6.99,160.78,jute
77.96,39.3,43.37,24.34,74.74,6.91,196.31,jute
91.93,55.89,36.96,23.89,81.59,6.7,154.55,jute
83.26,54.92,36.27,23.16,81.06,6.8,192.86,jute
82.4,44.87,41.5,25.14,82.25,6.08,158.99,jute
95.03,54.97,37.4,23.15,82.87,6.82,153.71,jute
81.56,37.09,40.25,23.28,73.92,6.82,191.41,jute
61.76,47.26,43.38,23.42,81.85,7.05,154.47,jute
65.91,46.06,39.22,24.9,71.2,7.14,173.04,jute
87.25,59.82,38.38,23.1,70.17,6.04,183.24,jute
60.97,55.24,35.3,23.97,81.36,7.21,179.29,jute
63.31,39.76,44.53,23.29,81.75,6.81,168.58,jute
91.5,53.71,41.05,25.16,84.83,6.47,183.61,jute
91.79,47.6,37.9,23.88,72.39,6.82,157.4,jute
86.73,48.5,37.87,24.57,81.52,6.23,191.22,jute
71.56,50.54,35.42,24.14,70.61,6.65,151.31,jute
83.97,35.07,37.61,23.74,75.18,6.51,168.07,jute
80.64,48.25,39.05,24.69,73.54,6.22,163.47,jute
69.11,43.04,41.61,24.1,82.32,7.18,168.77,jute
61.67,52.86,41.25,23.16,73.12,6.62,192.8,jute
82.33,50.45,42.87,23.05,79.37,6.95,196.93,jute
96.99,39.62,35.65,23.8,70.7,6.18,169.58,jute
93.4,38.11,40.56,24.59,70.07,6.94,162.93,jute
94.28,39.44,44.48,24.5,83.96,6.77,168.9,jute
90.55,48.21,35.64,23.8,72.32,6.1,184.83,jute
104.76,22.38,26.71,25.86,63.39,7.1,145.57,coffee
86.34,21.07,29.2,26.58,57.37,7.09,154.62,coffee
88.55,22.74,32.78,23.41,67.47,7.23,136.87,coffee
119.29,24.75,28.55,26.75,65.15,7.3,118.17,coffee
96.13,20.73,31.76,24.7,63.66,6.44,186.94,coffee
116.46,15.58,25.85,24.89,58.22,6.42,136.8,coffee
103.03,35.37,30.05,27.59,65.44,7.1,142.63,coffee
102.24,27.52,26.78,27.91,56.63,7.46,149.93,coffee
113.27,16.54,31.88,23.19,63.74,6.09,178.97,coffee
89.55,37.91,27.09,26.83,57.1,7.24,134.33,coffee
92.6,32.72,28.95,24.11,52.83,6.15,122.09,coffee
103.99,28.16,32.21,26.94,60.89,6.91,129.9,coffee
103.73,30.77,26.98,24.08,58.1,6.48,131.93,coffee
115.3,36.37,32.23,27.78,68.36,6.92,152.87,coffee
110.34,23.19,28.89,25.31,60.01,6.61,156.44,coffee
114.56,37.3,25.11,23.92,66.41,7.5,117.2,coffee
84.27,34.47,26.12,23.64,61.94,7.39,133.33,coffee
95.09,26.81,32.03,24.32,55.67,7.47,123.98,coffee
108.99,25.39,25.03,26.11,54.27,6.55,174.41,coffee
85.36,16.45,28.11,23.35,52.46,6.79,172.89,coffee
91.47,28.48,27.26,24.99,59.55,7.26,158.99,coffee
110.26,25.18,26.71,26.61,68.83,6.91,152.94,coffee
82.94,26.28,28.35,25.09,51.84,7.4,167.16,coffee
114.29,22.35,30.2,25.04,64.94,7.24,162.29,coffee
111.12,23.44,29.92,24.98,58.71,7.19,118.48,coffee
107.75,17.91,26.29,26.9,50.36,6.06,129.47,coffee
119.61,28.01,27.03,24.95,67.69,6.13,180.34,coffee
81.09,18.85,29.56,24.6,64.9,6.15,128.16,coffee
88.74,37.44,28.56,27.09,60.18,6.28,157.9,coffee
99.42,36.19,29.24,25.81,68.05,6.93,188.79,coffee
113.26,22.26,34.63,23.58,56.08,6.83,174.54,coffee
119.41,34.51,28.43,24.19,67.26,7.37,170.25,coffee
101.14,25.19,27.12,26.23,62.29,6.19,122.69,coffee
94.82,32.28,25.18,27.11,60.15,7.49,158.56,coffee
82.59,22.23,30.74,27.67,64.29,6.68,134.14,coffee
112.29,25.07,30.98,25.86,68.85,6.63,161.84,coffee
112.32,36.74,31.57,27.15,62.83,7.14,170.95,coffee
107.04,34.03,33.54,23.45,60.44,6.22,173.76,coffee
103.17,30.92,30.69,23.73,61.31,6.44,172.92,coffee
115.49,29.24,32.92,27.28,69.07,7.34,123.13,coffee
113.57,35.18,27.23,26.9,65.53,6.64,157.29,coffee
118.43,16.37,31.22,23.11,61.16,6.23,163.02,coffee
98.29,25.44,33.92,26.21,53.48,6.32,157.12,coffee
119.79,20.7,31.07,24.63,63.25,7.36,163.76,coffee
115.94,28.01,31.57,25.81,50.35,7.23,136.35,coffee
80.12,23.62,29.07,26.32,69.63,7.35,157.47,coffee
97.37,15.75,33.05,26.92,58.12,7.14,155.84,coffee
85.86,31.52,25.93,25.75,61.46,6.52,162.28,coffee
116.94,20.42,30.62,27.04,51.97,7.25,181.17,coffee
